INFO: Starting game loop
INFO: 0.2: Forward 3 shoots to x:100, y:25
INFO: 584.6: Defender 0 kicks the ball to x:71, y:35
INFO: 587.1: Forward 4 shoots to x:100, y:25
INFO: 590.9: Forward 4 shoots to x:100, y:25
INFO: 596.3: Forward 4 shoots to x:100, y:25
INFO: 597.2: GOAL!!!
INFO: 601.9: Defender 0 kicks the ball to x:71, y:35
INFO: 606.9: Forward 4 shoots to x:100, y:25
INFO: 612: Forward 4 shoots to x:100, y:25
INFO: 612.8: GOAL!!!
INFO: 616.6: Defender 0 kicks the ball to x:68.725, y:14.897
INFO: 623.9: Defender 0 kicks the ball to x:71, y:35
INFO: 629.1: Defender 0 kicks the ball to x:71, y:35
INFO: 632.8: Forward 4 shoots to x:100, y:25
INFO: 637.8: Forward 4 shoots to x:100, y:25
INFO: 643.9: Forward 4 shoots to x:100, y:25
INFO: 650.6: Forward 4 shoots to x:100, y:25
INFO: 658.6: Forward 4 shoots to x:100, y:25
INFO: 664.3: Forward 4 shoots to x:100, y:25
INFO: 668: Defender 0 kicks the ball to x:71, y:15
INFO: 671.5: Forward 4 shoots to x:100, y:25
INFO: 672.4: GOAL!!!
INFO: 677: Defender 0 kicks the ball to x:71, y:35
INFO: 681.6: Forward 4 shoots to x:100, y:25
INFO: 686.5: Forward 4 shoots to x:100, y:25
INFO: 693.7: Forward 4 shoots to x:100, y:25
INFO: 701.4: Forward 4 shoots to x:100, y:25
INFO: 708.8: Forward 4 shoots to x:100, y:25
INFO: 714.2: Forward 4 shoots to x:100, y:25
INFO: 720.9: Forward 4 shoots to x:100, y:25
INFO: 726.6: Forward 4 shoots to x:100, y:25
INFO: 732.2: Forward 4 shoots to x:100, y:25
INFO: 742: Defender 0 kicks the ball to x:71, y:15
INFO: 745.5: Forward 4 shoots to x:100, y:25
INFO: 747.1: Forward 3 shoots to x:100, y:25
INFO: 750.7: Forward 4 shoots to x:100, y:25
INFO: 757.2: Forward 4 shoots to x:100, y:25
INFO: 761.8: Forward 4 shoots to x:100, y:25
INFO: 762: Forward 3 shoots to x:100, y:25
INFO: 767: Forward 4 shoots to x:100, y:25
INFO: 774.7: Forward 4 shoots to x:100, y:25
INFO: 780.6: Forward 4 shoots to x:100, y:25
INFO: 783.6: Forward 4 shoots to x:100, y:25
INFO: 787: Forward 4 shoots to x:100, y:25
INFO: 791.5: Forward 4 shoots to x:100, y:25
INFO: 798.7: Forward 4 shoots to x:100, y:25
INFO: 803.6: Forward 4 shoots to x:100, y:25
INFO: 807.1: Defender 0 kicks the ball to x:71, y:15
INFO: 815.8: Defender 0 kicks the ball to x:71, y:15
INFO: 820: Defender 0 kicks the ball to x:71, y:15
INFO: 827.2: Defender 0 kicks the ball to x:71, y:15
INFO: 834.2: Defender 0 kicks the ball to x:70.902, y:13.616
INFO: 837.7: Forward 4 shoots to x:100, y:25
INFO: 841.7: Forward 4 shoots to x:100, y:25
INFO: 844.6: Forward 4 shoots to x:100, y:25
INFO: 849.6: Forward 4 shoots to x:100, y:25
INFO: 851.2: Forward 3 shoots to x:100, y:25
INFO: 851.7: GOAL!!!
INFO: Goalkeeper kicks the ball to x:14.69, y:21.96
INFO: 857.5: Defender 0 kicks the ball to x:71, y:15
INFO: 858.1: Defender 2 kicks the ball to x:71, y:15
INFO: 866.1: Defender 0 kicks the ball to x:71, y:15
INFO: 869.5: Forward 4 shoots to x:100, y:25
INFO: 875.2: Forward 4 shoots to x:100, y:25
INFO: 878.4: Forward 4 shoots to x:100, y:25
INFO: 884.3: Forward 4 shoots to x:100, y:25
INFO: 889.4: Forward 4 shoots to x:100, y:25
INFO: 894.6: Forward 4 shoots to x:100, y:25
INFO: 895.5: GOAL!!!
INFO: Goalkeeper kicks the ball to x:12.631, y:33.092
INFO: Goalkeeper kicks the ball to x:79.635, y:19.902
INFO: 904.4: Defender 0 kicks the ball to x:29, y:35
INFO: 908.4: Forward 4 shoots to x:0, y:25
INFO: 910.6: Defender 0 kicks the ball to x:34.381, y:29.966
INFO: 914.1: Forward 4 shoots to x:0, y:25
INFO: 915.1: GOAL!!!
INFO: Goalkeeper kicks the ball to x:86.462, y:31.461
INFO: 921.2: Defender 2 kicks the ball to x:29, y:15
INFO: 925.9: Forward 4 shoots to x:0, y:25
INFO: 931.3: Forward 4 shoots to x:0, y:25
INFO: 935: Forward 4 shoots to x:0, y:25
INFO: 936: GOAL!!!
INFO: Goalkeeper kicks the ball to x:80.531, y:16.307
INFO: 941.9: Defender 0 kicks the ball to x:29, y:15
INFO: 945.2: Forward 4 shoots to x:0, y:25
INFO: 951.2: Forward 4 shoots to x:0, y:25
INFO: 954.6: Forward 4 shoots to x:0, y:25
INFO: 960.3: Forward 4 shoots to x:0, y:25
INFO: Goalkeeper kicks the ball to x:72.629, y:13.872
INFO: 972.6: Defender 0 kicks the ball to x:29, y:15
INFO: 976: Forward 4 shoots to x:0, y:25
INFO: 981.2: Forward 4 shoots to x:0, y:25
INFO: 988: Forward 4 shoots to x:0, y:25
INFO: 990.9: Forward 4 shoots to x:0, y:25
INFO: 995: Forward 4 shoots to x:0, y:25
INFO: 998.5: Forward 4 shoots to x:0, y:25
INFO: 1002: Forward 4 shoots to x:0, y:25
INFO: 1006.1: Defender 1 kicks the ball to x:29, y:15
INFO: Goalkeeper kicks the ball to x:85.438, y:28.602
INFO: 1012.4: Defender 0 kicks the ball to x:29, y:35
INFO: 1015.8: Forward 3 shoots to x:0, y:25
INFO: 1016: Forward 4 shoots to x:0, y:25
INFO: 1017.5: GOAL!!!
INFO: Goalkeeper kicks the ball to x:85.493, y:28.817
INFO: 1023.3: Defender 0 kicks the ball to x:29, y:35
INFO: 1031.6: Defender 0 kicks the ball to x:29, y:35
INFO: 1036.1: Forward 4 shoots to x:0, y:25
INFO: 1036.7: Forward 4 shoots to x:0, y:25
INFO: 1042.8: Forward 4 shoots to x:0, y:25
INFO: 1049.9: Forward 4 shoots to x:0, y:25
INFO: 1055.7: Forward 4 shoots to x:0, y:25
INFO: 1059.3: Forward 4 shoots to x:0, y:25
INFO: 1060: GOAL!!!
INFO: Goalkeeper kicks the ball to x:88.24, y:34.313
INFO: 1066.3: Defender 0 kicks the ball to x:29, y:35
INFO: 1069.7: Forward 3 shoots to x:0, y:25
INFO: 1075.4: Forward 4 shoots to x:0, y:25
INFO: 1076.2: GOAL!!!
INFO: 1081.1: Defender 0 kicks the ball to x:29, y:15
INFO: Goalkeeper kicks the ball to x:86.549, y:31.64
INFO: 1091.6: Defender 0 kicks the ball to x:29, y:35
INFO: 1095.4: Forward 3 shoots to x:0, y:25
INFO: 1100: Forward 4 shoots to x:0, y:25
INFO: 1104.9: Forward 4 shoots to x:0, y:25
INFO: 1106.2: Forward 4 shoots to x:0, y:25
INFO: 1106.7: GOAL!!!
INFO: 1111.6: Defender 0 kicks the ball to x:29, y:15
INFO: 1115.8: Forward 4 shoots to x:0, y:25
INFO: 1121.6: Forward 3 shoots to x:0, y:25
INFO: 1125.4: Forward 4 shoots to x:0, y:25
INFO: 1128.9: Forward 4 shoots to x:0, y:25
INFO: Goalkeeper kicks the ball to x:93.911, y:38.709
INFO: 1141.8: Defender 0 kicks the ball to x:29, y:35
INFO: 1145.2: Forward 4 shoots to x:0, y:25
INFO: 1151.2: Forward 4 shoots to x:0, y:25
INFO: 1155.3: Forward 4 shoots to x:0, y:25
INFO: 1159.1: Forward 4 shoots to x:0, y:25
INFO: 1159.8: GOAL!!!
INFO: Goalkeeper kicks the ball to x:85.775, y:20.239
INFO: 1165.9: Defender 0 kicks the ball to x:29, y:35
INFO: 1166.5: Defender 0 kicks the ball to x:29, y:35
INFO: 1170.3: Forward 3 shoots to x:0, y:25
INFO: 1182.2: Forward 4 shoots to x:0, y:25
INFO: 1187.3: Forward 4 shoots to x:0, y:25
INFO: 1191.7: Forward 4 shoots to x:0, y:25
INFO: 1195.3: Forward 4 shoots to x:0, y:25
INFO: 1199: Forward 4 shoots to x:0, y:25
INFO: 1199.9: GOAL!!!
INFO: Goalkeeper kicks the ball to x:87.208, y:32.836
INFO: 1206.1: Defender 0 kicks the ball to x:29, y:35
INFO: 1213.3: Defender 0 kicks the ball to x:29, y:15
INFO: 1216.8: Defender 0 kicks the ball to x:29, y:15
INFO: 1217.9: Forward 4 shoots to x:0, y:25
INFO: 1228.1: Forward 4 shoots to x:0, y:25
INFO: 1233.2: Forward 4 shoots to x:0, y:25
INFO: 1237.1: Forward 4 shoots to x:0, y:25
INFO: 1240.6: Forward 4 shoots to x:0, y:25
INFO: 1241.7: GOAL!!!
INFO: Goalkeeper kicks the ball to x:86.953, y:17.597
INFO: 1247.9: Defender 0 kicks the ball to x:29, y:15
INFO: 1251.2: Forward 4 shoots to x:0, y:25
INFO: 1257.1: Forward 4 shoots to x:0, y:25
INFO: 1257.6: GOAL!!!
INFO: Goalkeeper kicks the ball to x:86.157, y:30.78
INFO: 1263.6: Defender 0 kicks the ball to x:29, y:35
INFO: 1267.4: Forward 3 shoots to x:0, y:25
INFO: 1273.4: Forward 4 shoots to x:0, y:25
INFO: 1279.9: Forward 4 shoots to x:0, y:25
INFO: 1289.7: GOAL!!!
INFO: 1289.9: Forward 3 shoots to x:0, y:25
INFO: 1295.9: Forward 4 shoots to x:0, y:25
INFO: 1299.5: Defender 0 kicks the ball to x:29, y:35
INFO: 1303: Forward 4 shoots to x:0, y:25
INFO: 1305.8: Forward 4 shoots to x:0, y:25
INFO: 1310.5: Forward 4 shoots to x:0, y:25
INFO: 1314.6: Forward 4 shoots to x:0, y:25
INFO: 1318.1: Forward 4 shoots to x:0, y:25
INFO: 1321.6: Forward 4 shoots to x:0, y:25
INFO: 1325.1: Forward 4 shoots to x:0, y:25
INFO: 1330.2: Forward 4 shoots to x:0, y:25
INFO: 1335.4: Forward 4 shoots to x:0, y:25
INFO: 1339: Forward 4 shoots to x:0, y:25
INFO: 1342.5: Forward 4 shoots to x:0, y:25
INFO: 1347.3: Forward 4 shoots to x:0, y:25
INFO: 1350.5: Forward 4 shoots to x:0, y:25
INFO: 1353.7: Forward 4 shoots to x:0, y:25
INFO: 1357.4: Forward 4 shoots to x:0, y:25
INFO: 1358.6: GOAL!!!
INFO: Goalkeeper kicks the ball to x:85.035, y:23.961
INFO: 1365.2: GOAL!!!
INFO: 1365.4: Forward 3 shoots to x:0, y:25
INFO: 1374.5: Defender 0 kicks the ball to x:29, y:35
INFO: 1375.6: Forward 3 shoots to x:0, y:25
INFO: 1379.3: Defender 0 kicks the ball to x:29, y:35
INFO: 1383.7: Forward 4 shoots to x:0, y:25
INFO: 1386.2: GOAL!!!
INFO: 1390.9: Defender 0 kicks the ball to x:29, y:15
INFO: 1391.3: Defender 1 kicks the ball to x:29, y:15
INFO: 1395: Defender 0 kicks the ball to x:29, y:15
INFO: 1397.4: Forward 4 shoots to x:0, y:25
INFO: 1404: Forward 4 shoots to x:0, y:25
INFO: 1407.5: Forward 4 shoots to x:0, y:25
INFO: 1411.6: Forward 4 shoots to x:0, y:25
INFO: 1417.5: Forward 4 shoots to x:0, y:25
INFO: 1424.9: Forward 4 shoots to x:0, y:25
INFO: 1430.6: Forward 4 shoots to x:0, y:25
INFO: 1431.5: GOAL!!!
INFO: 1436.8: Defender 0 kicks the ball to x:29, y:15
INFO: 1441.3: Defender 0 kicks the ball to x:29, y:15
INFO: 1442.4: Forward 4 shoots to x:0, y:25
INFO: 1443.8: GOAL!!!
INFO: 1448.4: Defender 0 kicks the ball to x:29, y:15
INFO: 1448.7: Defender 2 kicks the ball to x:29, y:15
INFO: 1452.2: Forward 4 shoots to x:0, y:25
INFO: 1457.6: Forward 3 shoots to x:0, y:25
INFO: 1461: Forward 4 shoots to x:0, y:25
INFO: 1461.8: GOAL!!!
INFO: 1466.8: Defender 0 kicks the ball to x:29, y:15
INFO: 1472: Defender 0 kicks the ball to x:29, y:35
INFO: 1475.5: Forward 4 shoots to x:0, y:25
INFO: Goalkeeper kicks the ball to x:77.852, y:20.912
INFO: Goalkeeper kicks the ball to x:85.154, y:22.849
INFO: 1489.9: Defender 0 kicks the ball to x:29, y:15
INFO: 1493.4: Forward 4 shoots to x:0, y:25
INFO: 1494.9: GOAL!!!
INFO: Goalkeeper kicks the ball to x:90.841, y:36.88
INFO: 1501.9: GOAL!!!
INFO: 1502.1: Forward 3 shoots to x:0, y:25
INFO: 1510.9: Forward 4 shoots to x:0, y:25
INFO: 1516.1: Forward 4 shoots to x:0, y:25
INFO: 1521.9: Forward 4 shoots to x:0, y:25
INFO: 1522.7: GOAL!!!
INFO: Goalkeeper kicks the ball to x:79.444, y:17.593
INFO: 1529.6: Defender 0 kicks the ball to x:29, y:15
INFO: 1534.4: Forward 4 shoots to x:0, y:25
INFO: 1541.9: Forward 4 shoots to x:0, y:25
INFO: 1542.4: GOAL!!!
INFO: Goalkeeper kicks the ball to x:86.849, y:32.216
INFO: 1548.6: Defender 0 kicks the ball to x:29, y:15
INFO: 1551.9: Forward 4 shoots to x:0, y:25
INFO: 1555.8: Forward 4 shoots to x:0, y:25
INFO: 1556.3: GOAL!!!
INFO: Goalkeeper kicks the ball to x:85.242, y:22.313
INFO: Goalkeeper kicks the ball to x:85.08, y:23.445
INFO: Goalkeeper kicks the ball to x:85.11, y:23.175
INFO: 1568.5: Defender 0 kicks the ball to x:29, y:15
INFO: 1571.8: Forward 4 shoots to x:0, y:25
INFO: 1577.8: Forward 4 shoots to x:0, y:25
INFO: 1581.9: Forward 4 shoots to x:0, y:25
INFO: 1590.1: Forward 4 shoots to x:0, y:25
INFO: 1597: Forward 4 shoots to x:0, y:25
INFO: 1602.5: Forward 4 shoots to x:0, y:25
INFO: 1603.4: GOAL!!!
INFO: Goalkeeper kicks the ball to x:79.46, y:19.519
INFO: 1609.5: Defender 0 kicks the ball to x:29, y:35
INFO: 1613: Forward 4 shoots to x:0, y:25
INFO: 1622.5: Forward 4 shoots to x:0, y:25
INFO: 1626.5: Forward 4 shoots to x:0, y:25
INFO: 1630.5: Forward 4 shoots to x:0, y:25
INFO: 1633.4: Forward 4 shoots to x:0, y:25
INFO: 1640.2: Forward 4 shoots to x:0, y:25
INFO: Goalkeeper kicks the ball to x:85.47, y:28.731
INFO: 1650.4: GOAL!!!
INFO: 1650.6: Forward 3 shoots to x:0, y:25
INFO: 1659.9: Forward 4 shoots to x:0, y:25
INFO: 1664.9: Forward 4 shoots to x:0, y:25
INFO: 1671.1: Forward 4 shoots to x:0, y:25
INFO: 1674.1: Forward 4 shoots to x:0, y:25
INFO: 1677.6: Forward 4 shoots to x:0, y:25
INFO: 1681.3: Forward 4 shoots to x:0, y:25
INFO: 1681.8: GOAL!!!
INFO: Goalkeeper kicks the ball to x:90.53, y:36.633
INFO: 1689.6: Defender 0 kicks the ball to x:29, y:35
INFO: 1695.8: Forward 4 shoots to x:0, y:25
INFO: 1699.8: Defender 0 kicks the ball to x:31.128, y:36.28
INFO: 1704: Forward 4 shoots to x:0, y:25
INFO: 1714.6: Forward 4 shoots to x:0, y:25
INFO: 1718.3: Defender 0 kicks the ball to x:29.572, y:30.569
INFO: 1724.2: Forward 4 shoots to x:0, y:25
INFO: 1729.4: Forward 4 shoots to x:0, y:25
INFO: 1732.2: Forward 4 shoots to x:0, y:25
INFO: 1732.9: GOAL!!!
INFO: 1736.7: Defender 0 kicks the ball to x:31.275, y:35.103
INFO: 1742.4: Forward 4 shoots to x:0, y:25
INFO: 1748.4: Forward 4 shoots to x:0, y:25
INFO: 1752.3: Forward 4 shoots to x:0, y:25
INFO: 1757: Forward 4 shoots to x:0, y:25
INFO: 1760.5: Forward 4 shoots to x:0, y:25
INFO: 1764: Forward 4 shoots to x:0, y:25
INFO: 1772.3: Forward 4 shoots to x:0, y:25
INFO: 1779: Forward 4 shoots to x:0, y:25
INFO: 1784.9: Forward 4 shoots to x:0, y:25
INFO: 1785.7: GOAL!!!
INFO: 1789.5: Defender 0 kicks the ball to x:31.275, y:35.103
INFO: 1794.6: Forward 4 shoots to x:0, y:25
