INFO: Starting game loop
INFO: 0.2: Forward 3 shoots to x:100, y:25
INFO: 642.1: Forward 4 shoots to x:100, y:25
INFO: 646.8: Forward 4 shoots to x:100, y:25
INFO: 650.3: Forward 4 shoots to x:100, y:25
INFO: 654.1: Forward 4 shoots to x:100, y:25
INFO: 661.4: Forward 4 shoots to x:100, y:25
INFO: 667.2: Forward 4 shoots to x:100, y:25
INFO: 670.9: Forward 4 shoots to x:100, y:25
INFO: 674.4: Forward 4 shoots to x:100, y:25
INFO: 675.2: GOAL!!!
INFO: 679: Defender 0 kicks the ball to x:68.725, y:14.897
INFO: 683.8: Forward 4 shoots to x:100, y:25
INFO: 689.8: Forward 4 shoots to x:100, y:25
INFO: 693.7: Forward 4 shoots to x:100, y:25
INFO: 700.3: Forward 4 shoots to x:100, y:25
INFO: 705.5: Forward 4 shoots to x:100, y:25
INFO: 710.5: Forward 4 shoots to x:100, y:25
INFO: 711: GOAL!!!
INFO: 712.2: Defender 0 kicks the ball to x:54.439, y:14.247
INFO: 713.4: Forward 3 shoots to x:100, y:25
INFO: 717.6: Forward 4 shoots to x:100, y:25
INFO: 718.1: GOAL!!!
INFO: Goalkeeper kicks the ball to x:11.85, y:34.197
INFO: 724.7: GOAL!!!
INFO: 724.9: Forward 3 shoots to x:100, y:25
INFO: 731: Forward 4 shoots to x:100, y:25
INFO: 734.5: Forward 4 shoots to x:100, y:25
INFO: 741.1: Forward 4 shoots to x:100, y:25
INFO: 746.8: Forward 4 shoots to x:100, y:25
INFO: 749.8: Forward 4 shoots to x:100, y:25
INFO: 753.9: Forward 4 shoots to x:100, y:25
INFO: 754.7: GOAL!!!
INFO: 759.7: Defender 0 kicks the ball to x:71, y:35
INFO: 763.4: Forward 4 shoots to x:100, y:25
INFO: 776.5: Defender 0 kicks the ball to x:71, y:35
INFO: 783.8: Defender 0 kicks the ball to x:71, y:15
INFO: 789: Defender 0 kicks the ball to x:71, y:15
INFO: Goalkeeper kicks the ball to x:14.338, y:31.772
INFO: 803.9: Defender 0 kicks the ball to x:71, y:35
INFO: 807.2: Forward 4 shoots to x:100, y:25
INFO: 818.4: Defender 0 kicks the ball to x:71, y:15
INFO: 823.1: Defender 0 kicks the ball to x:71, y:15
INFO: 824.3: Forward 3 shoots to x:100, y:25
INFO: 831.8: Defender 0 kicks the ball to x:71, y:15
INFO: 835.4: Forward 4 shoots to x:100, y:25
INFO: 836.1: GOAL!!!
INFO: 839.9: Defender 0 kicks the ball to x:68.725, y:14.897
INFO: 841: Defender 1 kicks the ball to x:71, y:15
INFO: 846.4: Defender 1 kicks the ball to x:66.734, y:24.693
INFO: 848.4: Forward 4 shoots to x:100, y:25
INFO: 857.8: Forward 4 shoots to x:100, y:25
INFO: 861.6: Forward 4 shoots to x:100, y:25
INFO: 868: Forward 4 shoots to x:100, y:25
INFO: 873.1: Forward 4 shoots to x:100, y:25
INFO: 881.3: Defender 0 kicks the ball to x:71, y:35
INFO: 885.5: Defender 0 kicks the ball to x:71, y:35
INFO: 890.8: Defender 0 kicks the ball to x:71, y:15
INFO: 896.8: Defender 0 kicks the ball to x:71, y:15
INFO: Goalkeeper kicks the ball to x:85.12, y:23.1
INFO: 906: Defender 0 kicks the ball to x:29, y:35
INFO: Goalkeeper kicks the ball to x:83.953, y:26.509
INFO: 914.9: Defender 1 kicks the ball to x:29, y:35
INFO: 918.4: Forward 4 shoots to x:0, y:25
INFO: 922.5: Forward 4 shoots to x:0, y:25
INFO: 923: GOAL!!!
INFO: Goalkeeper kicks the ball to x:79.28, y:20.245
INFO: 927.2: Defender 0 kicks the ball to x:29.078, y:35.004
INFO: 931.4: Defender 0 kicks the ball to x:29, y:35
INFO: 939.2: Defender 0 kicks the ball to x:29, y:35
INFO: 940.4: Forward 3 shoots to x:0, y:25
INFO: 944.8: Forward 4 shoots to x:0, y:25
INFO: 955.3: Defender 0 kicks the ball to x:29, y:35
INFO: 956.3: Forward 3 shoots to x:0, y:25
INFO: 959.8: Forward 4 shoots to x:0, y:25
INFO: 960.3: GOAL!!!
INFO: Goalkeeper kicks the ball to x:82, y:15.252
INFO: 967.4: Defender 0 kicks the ball to x:29, y:15
INFO: 972.6: Defender 0 kicks the ball to x:29, y:15
INFO: 973.8: Forward 4 shoots to x:0, y:25
INFO: 983.1: Forward 4 shoots to x:0, y:25
INFO: 988.2: Forward 4 shoots to x:0, y:25
INFO: 993.7: Forward 4 shoots to x:0, y:25
INFO: 998.7: Forward 4 shoots to x:0, y:25
INFO: 1009.4: Defender 0 kicks the ball to x:29, y:35
INFO: 1014.6: Defender 0 kicks the ball to x:29, y:15
INFO: 1018.4: Forward 4 shoots to x:0, y:25
INFO: 1027.1: Defender 0 kicks the ball to x:29, y:35
INFO: 1030.6: Forward 4 shoots to x:0, y:25
INFO: 1033.5: Forward 4 shoots to x:0, y:25
INFO: 1034.2: GOAL!!!
INFO: 1037.9: Defender 0 kicks the ball to x:31.825, y:35.128
INFO: 1043.1: Defender 0 kicks the ball to x:29, y:15
INFO: 1049.1: Forward 4 shoots to x:0, y:25
INFO: 1053.6: Forward 4 shoots to x:0, y:25
INFO: 1059.7: Forward 4 shoots to x:0, y:25
INFO: 1064.9: Forward 4 shoots to x:0, y:25
INFO: 1069.6: Forward 4 shoots to x:0, y:25
INFO: 1075.3: Forward 4 shoots to x:0, y:25
INFO: 1080.5: Forward 4 shoots to x:0, y:25
INFO: 1082.1: Forward 4 shoots to x:0, y:25
INFO: 1084.7: Forward 4 shoots to x:0, y:25
INFO: 1088.1: Forward 4 shoots to x:0, y:25
INFO: 1091.5: Forward 4 shoots to x:0, y:25
INFO: 1097.1: Forward 4 shoots to x:0, y:25
INFO: Goalkeeper kicks the ball to x:87.926, y:33.901
INFO: 1106.2: Defender 0 kicks the ball to x:29, y:35
INFO: 1110.5: Defender 0 kicks the ball to x:29, y:35
INFO: 1121.7: Forward 4 shoots to x:0, y:25
INFO: 1125.1: Defender 0 kicks the ball to x:29.766, y:28.877
INFO: 1128.5: Forward 4 shoots to x:0, y:25
INFO: 1129.5: GOAL!!!
INFO: 1133.3: Defender 0 kicks the ball to x:31.275, y:35.103
INFO: 1138.1: Forward 4 shoots to x:0, y:25
INFO: 1143.3: Forward 4 shoots to x:0, y:25
INFO: 1150.2: Forward 4 shoots to x:0, y:25
INFO: 1158.9: Forward 4 shoots to x:0, y:25
INFO: 1164.6: Forward 4 shoots to x:0, y:25
INFO: 1171.4: Forward 4 shoots to x:0, y:25
INFO: 1177.3: Forward 4 shoots to x:0, y:25
INFO: 1183.7: Forward 4 shoots to x:0, y:25
INFO: 1188.3: Forward 4 shoots to x:0, y:25
INFO: 1192.3: Forward 4 shoots to x:0, y:25
INFO: 1199: Forward 4 shoots to x:0, y:25
INFO: 1207: Forward 4 shoots to x:0, y:25
INFO: 1215.1: Forward 4 shoots to x:0, y:25
INFO: 1221.3: Forward 4 shoots to x:0, y:25
INFO: 1222: GOAL!!!
INFO: 1223.1: Defender 1 kicks the ball to x:46.11, y:35.778
INFO: 1224.4: Defender 2 kicks the ball to x:38.967, y:35.453
INFO: 1231.4: Defender 0 kicks the ball to x:29, y:15
INFO: 1234.9: Forward 4 shoots to x:0, y:25
INFO: 1242.2: Forward 4 shoots to x:0, y:25
INFO: 1242.7: GOAL!!!
INFO: 1247.7: Defender 0 kicks the ball to x:29, y:15
INFO: 1254.4: GOAL!!!
INFO: 1254.6: Forward 3 shoots to x:0, y:25
INFO: 1263.7: Defender 0 kicks the ball to x:29, y:35
INFO: 1273.2: Defender 0 kicks the ball to x:29, y:35
INFO: 1274: Forward 3 shoots to x:0, y:25
INFO: 1277.4: Forward 4 shoots to x:0, y:25
INFO: 1278.5: GOAL!!!
INFO: Goalkeeper kicks the ball to x:89.499, y:35.713
INFO: 1285.3: GOAL!!!
INFO: 1285.5: Forward 3 shoots to x:0, y:25
INFO: 1298.6: Defender 0 kicks the ball to x:29, y:15
INFO: 1303.8: Defender 0 kicks the ball to x:29, y:35
INFO: 1312.1: Forward 4 shoots to x:0, y:25
INFO: 1325.9: Defender 0 kicks the ball to x:29, y:15
INFO: 1326.7: GOAL!!!
INFO: 1326.9: Forward 3 shoots to x:0, y:25
INFO: 1332.5: Forward 4 shoots to x:0, y:25
INFO: 1336.9: Forward 4 shoots to x:0, y:25
INFO: 1338: GOAL!!!
INFO: 1341.8: Defender 0 kicks the ball to x:31.275, y:35.103
INFO: 1352: Defender 0 kicks the ball to x:29, y:35
INFO: 1357.4: Forward 4 shoots to x:0, y:25
INFO: Goalkeeper kicks the ball to x:79.709, y:25.6
INFO: 1362.3: GOAL!!!
INFO: 1362.5: Forward 3 shoots to x:0, y:25
INFO: 1369.6: Defender 0 kicks the ball to x:29, y:35
INFO: 1373.2: Forward 4 shoots to x:0, y:25
INFO: 1377.7: Forward 4 shoots to x:0, y:25
INFO: 1382.5: Defender 0 kicks the ball to x:27.984, y:31.81
INFO: 1386.4: Forward 4 shoots to x:0, y:25
INFO: 1388.8: Forward 4 shoots to x:0, y:25
INFO: 1389.8: GOAL!!!
INFO: Goalkeeper kicks the ball to x:85.494, y:21.177
INFO: 1399.1: Defender 0 kicks the ball to x:29, y:15
INFO: 1401.9: Forward 4 shoots to x:0, y:25
INFO: 1412: Forward 4 shoots to x:0, y:25
INFO: 1417.2: Forward 4 shoots to x:0, y:25
INFO: 1422.9: Forward 4 shoots to x:0, y:25
INFO: 1426.5: Forward 4 shoots to x:0, y:25
INFO: 1427.4: GOAL!!!
INFO: 1428.5: Defender 1 kicks the ball to x:46.11, y:35.778
INFO: 1432.3: Forward 3 shoots to x:0, y:25
INFO: 1438.3: Forward 4 shoots to x:0, y:25
INFO: 1438.9: GOAL!!!
INFO: Goalkeeper kicks the ball to x:85.17, y:22.741
INFO: 1445.5: GOAL!!!
INFO: 1445.7: Forward 3 shoots to x:0, y:25
INFO: 1452.7: Defender 0 kicks the ball to x:29.013, y:35.009
INFO: 1454.2: Forward 3 shoots to x:0, y:25
INFO: 1457.3: Forward 4 shoots to x:0, y:25
INFO: 1457.8: GOAL!!!
INFO: Goalkeeper kicks the ball to x:79.612, y:18.73
INFO: 1462.1: Defender 0 kicks the ball to x:29, y:35
INFO: 1466.5: Defender 0 kicks the ball to x:29, y:35
INFO: 1472.3: Forward 4 shoots to x:0, y:25
INFO: 1473: GOAL!!!
INFO: 1474.2: Defender 0 kicks the ball to x:45.561, y:35.753
INFO: Goalkeeper kicks the ball to x:79.784, y:22.61
INFO: 1480.3: Defender 2 kicks the ball to x:29, y:35
INFO: 1488.5: Defender 0 kicks the ball to x:29, y:35
INFO: 1492.3: Forward 4 shoots to x:0, y:25
INFO: 1497.5: Forward 4 shoots to x:0, y:25
INFO: 1503.1: Forward 4 shoots to x:0, y:25
INFO: 1509.9: Forward 4 shoots to x:0, y:25
INFO: 1512.7: Forward 4 shoots to x:0, y:25
INFO: 1516.2: Forward 4 shoots to x:0, y:25
INFO: 1516.6: Forward 4 shoots to x:0, y:25
INFO: 1517.7: GOAL!!!
INFO: 1521.5: Defender 0 kicks the ball to x:31.275, y:35.103
INFO: 1530.9: Defender 0 kicks the ball to x:29, y:35
INFO: Goalkeeper kicks the ball to x:85.683, y:29.479
INFO: 1541.9: Defender 0 kicks the ball to x:29, y:35
INFO: 1545.3: Forward 4 shoots to x:0, y:25
INFO: 1550.3: Forward 4 shoots to x:0, y:25
INFO: 1556.1: Forward 4 shoots to x:0, y:25
INFO: 1559.3: Forward 4 shoots to x:0, y:25
INFO: 1562.8: Forward 4 shoots to x:0, y:25
INFO: 1567.1: Forward 4 shoots to x:0, y:25
INFO: 1575.1: Forward 4 shoots to x:0, y:25
INFO: 1580.6: Forward 4 shoots to x:0, y:25
INFO: 1586.3: Forward 4 shoots to x:0, y:25
INFO: 1594.3: Forward 4 shoots to x:0, y:25
INFO: 1599.9: Forward 4 shoots to x:0, y:25
INFO: 1605.2: Forward 4 shoots to x:0, y:25
INFO: 1612.2: Forward 4 shoots to x:0, y:25
INFO: 1619.3: Forward 4 shoots to x:0, y:25
INFO: 1624.5: Forward 4 shoots to x:0, y:25
INFO: 1628: Forward 4 shoots to x:0, y:25
INFO: 1631.5: Forward 4 shoots to x:0, y:25
INFO: Goalkeeper kicks the ball to x:76.162, y:22.807
INFO: 1643.5: Defender 0 kicks the ball to x:29, y:35
INFO: 1652.1: GOAL!!!
INFO: 1652.3: Forward 3 shoots to x:0, y:25
INFO: 1658.4: Forward 4 shoots to x:0, y:25
INFO: 1661.9: Forward 4 shoots to x:0, y:25
INFO: 1662.8: GOAL!!!
INFO: Goalkeeper kicks the ball to x:85.51, y:28.881
INFO: 1668.5: Defender 0 kicks the ball to x:29, y:35
INFO: 1668.9: Defender 1 kicks the ball to x:29, y:35
INFO: 1672.3: Forward 4 shoots to x:0, y:25
INFO: 1676.2: Forward 4 shoots to x:0, y:25
INFO: 1687.5: Defender 0 kicks the ball to x:29, y:15
INFO: 1692.1: Forward 4 shoots to x:0, y:25
INFO: 1696.5: Forward 4 shoots to x:0, y:25
INFO: 1697: GOAL!!!
INFO: Goalkeeper kicks the ball to x:79.628, y:19.351
INFO: 1703.8: Defender 0 kicks the ball to x:29, y:15
INFO: 1707.5: Forward 4 shoots to x:0, y:25
INFO: 1722.2: Defender 0 kicks the ball to x:29, y:35
INFO: 1723.1: GOAL!!!
INFO: 1723.3: Forward 3 shoots to x:0, y:25
INFO: 1729.2: Forward 4 shoots to x:0, y:25
INFO: 1730: GOAL!!!
INFO: Goalkeeper kicks the ball to x:88.156, y:34.206
INFO: 1736.2: Defender 0 kicks the ball to x:29, y:35
INFO: 1744.9: GOAL!!!
INFO: 1745.1: Forward 3 shoots to x:0, y:25
INFO: 1751.1: Forward 4 shoots to x:0, y:25
INFO: 1754.7: Forward 4 shoots to x:0, y:25
INFO: 1758.3: Forward 4 shoots to x:0, y:25
INFO: 1761.7: Forward 4 shoots to x:0, y:25
INFO: 1766.7: Forward 4 shoots to x:0, y:25
INFO: 1767.6: GOAL!!!
INFO: 1771.4: Defender 0 kicks the ball to x:31.275, y:35.103
INFO: 1772: Defender 1 kicks the ball to x:29, y:35
INFO: 1779.5: Defender 0 kicks the ball to x:29, y:15
INFO: 1784.9: Forward 4 shoots to x:0, y:25
INFO: 1785.6: Forward 4 shoots to x:0, y:25
INFO: 1791.4: Forward 4 shoots to x:0, y:25
INFO: 1792: GOAL!!!
INFO: 1793.3: Defender 2 kicks the ball to x:40.111, y:14.495
